"drugname_brand","drugname_generic","claim_count","total_spending","user_count","total_spending_per_user","unit_count","unit_cost_wavg","user_count_non_lowincome","out_of_pocket_avg_non_lowincome","user_count_lowincome","out_of_pocket_avg_lowincome","year"
"OXYCONTIN","OXYCODONE HCL",1719104,833043547.21,272725,3054.5184608,122829431.15,6.2124830777,110832,371.15007769,161893,34.557744066,2011
"PANTOPRAZOLE SODIUM","PANTOPRAZOLE SODIUM",4932089,172391294.25,1156678,149.04000444,211622982.98,0.8146375529,637527,53.295271338,519151,6.3752018392,2011
"PEDI-DRI","NYSTATIN",3261,198259.41,1225,161.84441633,199512.044,0.9937215119,141,19.931489362,1084,2.2755350554,2011
"PEN NEEDLE","PEN NEEDLE, DIABETIC",83392,1493373.04,34316,43.518272526,8365480,0.1785060926,18745,31.88555188,15571,8.3138173528,2011
"PEN NEEDLES","PEN NEEDLE, DIABETIC",28362,566176.63,10709,52.869234289,3184343.666,0.1778873589,3370,33.480548961,7339,6.6071658264,2011
"PENNSAID","DICLOFENAC SODIUM",21382,4232527.46,14322,295.52628543,4019662,1.0529560595,6194,75.691225379,8128,5.895265748,2011
"PEPCID","FAMOTIDINE",2467,558871.64,743,752.1825572,191092,2.9040602553,302,197.47165563,441,10.040340136,2011
"PERCOCET","OXYCODONE HCL/ACETAMINOPHEN",29186,15720438.04,8655,1816.3417724,3288795,4.6428492598,3030,261.69970297,5625,10.771596444,2011
"PERIOSTAT","DOXYCYCLINE HYCLATE",56,20678.15,27,765.85740741,4053,5.1019368369,,,,,2011
"PHENADOZ","PROMETHAZINE HCL",56736,1178449.57,45441,25.933618758,782225.5,1.5052605695,14269,8.6745104773,31172,0.9515568459,2011
"PHENERGAN","PROMETHAZINE HCL",548,27620,347,79.596541787,10922.58,2.4368343165,74,36.792702703,273,1.1343956044,2011
"ATENOLOL","ATENOLOL",13977090,106361711.78,2465351,43.142624227,816939115.63,0.1305170726,1691088,28.78087546,774263,8.2333510448,2011
"PLAVIX","CLOPIDOGREL BISULFATE",15210069,3656740020.7,2395443,1526.5401935,591910758.74,6.1781382443,1365616,376.07692941,1029827,36.088307162,2011
"ATIVAN","LORAZEPAM",2185,548240.54,494,1109.798664,184051,3.0029565682,475,261.05766316,19,402.81,2011
"POLYETHYLENE GLYCOL","POLYETHYLENE GLYCOL 3350",490,10953.05,252,43.464484127,217379,0.0503868819,50,5.423,202,1.4580693069,2011
"ATORVASTATIN CALCIUM","ATORVASTATIN CALCIUM",730402,124170628.25,704841,176.16828228,32263252.5,3.8544378929,462526,45.825787826,242315,2.1355434868,2011
"POLYETHYLENE GLYCOL 3350","POLYETHYLENE GLYCOL 3350",3101982,82062676.92,911053,90.074536739,1488060840.4,0.0778322615,341794,22.780753641,569259,3.0662758955,2011
"POLYGESIC","HYDROCODONE/ACETAMINOPHEN",24,554.86,,,1647,0.3368913175,,,,,2011
"POTASSIUM CHLORIDE","POTASSIUM CHLORIDE",10656857,343878841.11,2244333,153.220953,826936601.78,0.505564229,1193533,39.472474653,1050800,6.0584409688,2011
"PRAVACHOL","PRAVASTATIN SODIUM",8498,1909000.76,2270,840.9694978,406919,4.6948409407,1589,279.27713656,681,16.271938326,2011
"PRAVASTATIN SODIUM","PRAVASTATIN SODIUM",9389320,169617233.65,1995237,85.01107069,457870133.03,0.3704481567,1361798,35.562968928,633439,7.7757733578,2011
"PRED FORTE","PREDNISOLONE ACETATE",31323,1549334.79,19611,79.00335475,260429.5,5.9491524194,15522,56.481323927,4089,7.4282758621,2011
"PRED MILD","PREDNISOLONE ACETATE",12358,383531.36,6177,62.090231504,84861,4.5195243987,3982,46.76656454,2195,6.9888109339,2011
"PREDNISOLONE ACETATE","PREDNISOLONE ACETATE",1756470,26891955.28,1046933,25.686414775,14478064.307,1.8574275338,710769,11.179530438,336164,2.40171455,2011
"PREDNISONE","PREDNISONE",8688278,39725318.36,3438720,11.552356214,366414874.73,0.1244318867,2052025,8.3034130968,1386695,2.8478096914,2011
"PREDNISONE INTENSOL","PREDNISONE",386,30754.56,200,153.7728,29269,1.0507554067,87,29.657356322,113,1.4397345133,2011
"PRILOSEC","OMEPRAZOLE",10950,4080107.62,2860,1426.6110559,651184.6,6.3716918176,1286,230.8451944,1574,15.602878018,2011
"PRIMLEV","OXYCODONE HCL/ACETAMINOPHEN",291,79548.48,89,893.80314607,27583,2.8963711904,23,175.80391304,66,5.9589393939,2011
"PRINIVIL","LISINOPRIL",6934,532743.78,1572,338.89553435,478641,1.1104693649,1242,206.71455717,330,22.120515152,2011
"PRINZIDE","LISINOPRIL/HYDROCHLOROTHIAZIDE",998,70492.57,237,297.43700422,56825,1.2384476545,197,219.18969543,40,23.329,2011
"AUGMENTIN","AMOXICILLIN/POTASSIUM CLAV",1669,213248.83,1381,154.41624185,123961,4.1826930985,488,64.566885246,893,3.2987346025,2011
"PROAIR HFA","ALBUTEROL SULFATE",5018738,235688955.05,1820615,129.45568121,52706016.19,4.4717656937,879340,64.52175734,941275,11.34965075,2011
"AUGMENTIN XR","AMOXICILLIN/POTASSIUM CLAV",1302,154667.93,1022,151.33848337,42428,3.6454211841,479,75.633632568,543,5.5560036832,2011
"PRODIGY PEN NEEDLE","PEN NEEDLE, DIABETIC",361,4144.97,193,21.476528497,39290,0.1055004714,50,15.7024,143,4.9811188811,2011
"PROMETHAZINE HCL","PROMETHAZINE HCL",2627664,33602866.88,1121304,29.967668786,144310674.19,0.3448594407,436636,10.692009065,684668,3.1202586947,2011
"PROMETHEGAN","PROMETHAZINE HCL",85291,2894294.79,62046,46.647564549,1643499.667,1.762206842,27606,10.098614069,34440,1.753011324,2011
"PROPECIA","FINASTERIDE",475,49160.14,107,459.44056075,22591,2.1760940197,,,,,2011
"PROSCAR","FINASTERIDE",5398,799595.53,1466,545.42669168,247916,3.2252679537,949,246.32638567,517,12.592301741,2011
"PROTONIX","PANTOPRAZOLE SODIUM",250119,46990660.61,120280,390.67725815,10062305.933,4.6864967063,36813,121.68156847,83467,8.1440291373,2011
"PROTONIX IV","PANTOPRAZOLE SODIUM",1909,228516.12,574,398.11170732,92203,2.4784022212,99,151.16393939,475,3.5876631579,2011
"PROVENTIL HFA","ALBUTEROL SULFATE",502734,28014048.83,223146,125.54134437,4152837.286,6.7457612472,115428,69.942022213,107718,9.4973245883,2011
"PROZAC","FLUOXETINE HCL",20971,9911995.92,3700,2678.9178162,1322881,7.8715905817,1817,441.24807375,1883,25.669522039,2011
"PROZAC WEEKLY","FLUOXETINE HCL",2501,437552.42,434,1008.1852995,13362,32.746027541,155,394.03290323,279,22.068817204,2011
"QUIXIN","LEVOFLOXACIN",811,64350.48,590,109.06861017,4275,15.05274386,298,77.953456376,292,3.2394178082,2011
"RANITIDINE HCL","RANITIDINE HCL",6855157,75067495.23,1406382,53.376319684,437414488.18,0.1647817018,646886,20.476933045,759496,5.6392213916,2011
"REMERON","MIRTAZAPINE",5424,855188.88,1190,718.64611765,227370.7,3.7558287162,614,276.47135179,576,15.893246528,2011
"RIOMET","METFORMIN HCL",295,37761.91,170,222.12888235,106335,0.3551221141,52,98.438269231,118,6.0243220339,2011
"ROXICET","OXYCODONE HCL/ACETAMINOPHEN",203210,2894983.49,95214,30.405019115,21108251.1,0.1594989109,50034,13.844446776,45180,3.3061830456,2011
"ROXICODONE","OXYCODONE HCL",7662,1844340.08,3084,598.0350454,1044584.8,1.5473223739,774,110.88904393,2310,8.6269307359,2011
"ROXICODONE INTENSOL","OXYCODONE HCL",37,18003.79,14,1285.985,8940,2.0138467562,,,,,2011
"RYBIX ODT","TRAMADOL HCL",1165,198740.38,738,269.29590786,90251,2.2020850738,267,76.574382022,471,6.1868152866,2011
"RYZOLT","TRAMADOL HCL",3724,822774.83,1218,675.51299672,129720,6.426462513,572,205.54517483,646,14.379829721,2011
"SARAFEM","FLUOXETINE HCL",181,71403.93,52,1373.1525,9708,7.3552201049,21,230.68619048,31,11.932258065,2011
"SEPTRA","SULFAMETHOXAZOLE/TRIMETHOPRIM",11,272.96,,,200,1.3648,,,,,2011
"SEPTRA DS","SULFAMETHOXAZOLE/TRIMETHOPRIM",280,14684.92,179,82.038659218,7615,1.9284202232,127,49.850866142,52,5.63,2011
"SEROQUEL","QUETIAPINE FUMARATE",5940541,2045551132.3,762818,2681.5716623,280940039.31,7.3579555986,203460,380.51420323,559358,26.009027063,2011
"SEROQUEL XR","QUETIAPINE FUMARATE",917701,378291903.43,155671,2430.0730607,36118133.631,10.422550869,30904,320.04315493,124767,22.378635136,2011
"SERTRALINE HCL","SERTRALINE HCL",9022053,129962752.67,1501074,86.579843945,400004651.35,0.3258906616,785310,38.424330303,715764,7.4199547197,2011
"SIMVASTATIN","SIMVASTATIN",40948248,594330811.41,7410899,80.196857549,1893259818.2,0.3138494631,4870587,38.749090469,2540312,7.8280999145,2011
"SINGULAIR","MONTELUKAST SODIUM",4888630,861827547.17,885584,973.17425244,183054613.92,4.7080216339,378133,246.49112347,507451,22.457115623,2011
"SOLARAZE","DICLOFENAC SODIUM",126679,65500841.03,48905,1339.3485539,13138249,4.9855076601,14758,99.50967543,34147,7.5839965444,2011
"AZASITE","AZITHROMYCIN",199721,20707597.5,99697,207.70532213,618515.06,33.479536456,59703,72.538528047,39994,8.0013234485,2011
"SPIRIVA","TIOTROPIUM BROMIDE",4815382,1288428958.8,981371,1312.8867257,172360331.04,7.4752058729,478147,278.16372998,503224,24.097327194,2011
"SPIRONOLACTONE","SPIRONOLACTONE",4138635,60402433.52,810046,74.56667093,202039630.87,0.2932236303,462320,32.697329772,347726,6.7078866982,2011
"STAGESIC","HYDROCODONE/ACETAMINOPHEN",1742,38738,959,40.394160584,127500,0.303827451,545,14.939412844,414,3.6057004831,2011
"AZITHROMYCIN","AZITHROMYCIN",7082555,99675385.819,4968615,20.061000061,46122206.1,2.2671070211,2956489,9.3318557216,2012126,1.9291568868,2011
"SULFAMETHOXAZOLE-TRIMETHOPRIM","SULFAMETHOXAZOLE/TRIMETHOPRIM",4067128,29991064.18,2554626,11.739904072,100563326.94,0.339483792,1330539,7.0971305538,1224087,1.7982041636,2011
"SULFATRIM","SULFAMETHOXAZOLE/TRIMETHOPRIM",599,13200.56,423,31.206997636,213409,0.0618556856,116,6.0938793103,307,1.16752443,2011
"SURE COMFORT","PEN NEEDLE, DIABETIC",25071,750192.57,9265,80.970595791,2673131,0.280676149,3226,42.163149411,6039,7.7470226859,2011
"AZMACORT","TRIAMCINOLONE ACETONIDE",33,5100.79,28,182.17107143,700,7.2868428571,,,,,2011
"SURE-FINE PEN NEEDLES","PEN NEEDLE, DIABETIC",2351,71899.98,871,82.548771527,269933,0.2664805967,374,44.322005348,497,8.1214285714,2011
"SYNTHROID","LEVOTHYROXINE SODIUM",4535922,120710711.93,772528,156.25415769,212465218.9,0.5681261963,602158,115.87508624,170370,22.666384986,2011
"TAMSULOSIN HCL","TAMSULOSIN HCL",8193816,289131123.92,1558503,185.51849045,383895926.06,0.7531497583,1033364,53.508257236,525139,7.3655415233,2011
"TAZTIA XT","DILTIAZEM HCL",343609,21562401.4,76657,281.28418018,16123029.111,1.3536330505,53740,54.516768887,22917,9.7807745342,2011
"TEMOVATE","CLOBETASOL PROPIONATE",280,56912.44,201,283.14646766,14470.5,3.9534510366,159,83.59327044,42,4.3983333333,2011
"TENORMIN","ATENOLOL",18034,1792824.88,3609,496.76499861,1067562.29,1.6934429329,2970,289.77521886,639,28.209123631,2011
"BACTRIM","SULFAMETHOXAZOLE/TRIMETHOPRIM",75,3208.07,26,123.38730769,2215,1.4483386005,,,,,2011
"BACTRIM DS","SULFAMETHOXAZOLE/TRIMETHOPRIM",889,63478.07,586,108.32435154,24287,2.6136645119,357,54.375210084,229,4.5854585153,2011
"TIAZAC","DILTIAZEM HCL",8539,756094.86,1875,403.250592,385784.2,2.0092673427,1190,273.95258824,685,15.71480292,2011
"BACTROBAN","MUPIROCIN",1209,123530.63,815,151.57132515,60542.325,2.0404011574,460,56.037152174,355,3.6574647887,2011
"TIROSINT","LEVOTHYROXINE SODIUM",4922,151304.29,1495,101.20688294,207664,0.7287234807,1072,74.924291045,423,12.339716312,2011
"TOPCARE CLICKFINE","PEN NEEDLE, DIABETIC",217,4632.49,80,57.906125,24970,0.1854638184,45,38.768444444,35,5.2428571429,2011
"TOPROL XL","METOPROLOL SUCCINATE",633266,51606568.19,160782,320.97229908,49337948.3,1.0552309823,138013,105.76170882,22769,19.001327682,2011
"TRAMADOL HCL","TRAMADOL HCL",9934316,106747013.27,2910018,36.682595527,854388622.56,0.1249396474,1459351,18.185923003,1450667,4.6043007664,2011
"TRAMADOL HCL ER","TRAMADOL HCL",110955,15358914.04,34612,443.74534959,4439466.69,3.5293070424,18744,107.15689447,15868,6.8446729266,2011
"TRAZODONE HCL","TRAZODONE HCL",7163061,61955796.23,1326888,46.692559003,345011750.26,0.1870587495,548187,24.204014907,778701,6.0115867323,2011
"TRIAMCINOLONE ACETONIDE","TRIAMCINOLONE ACETONIDE",2628515,53081843.82,1442390,36.801311587,287698122.58,0.8206743255,815006,11.018760794,627384,2.2073520364,2011
"TRIAMTERENE-HCTZ","TRIAMTERENE/HYDROCHLOROTHIAZID",70165,606066.51,37583,16.126081207,3253310.5,0.1861172195,27264,10.95230157,10319,3.1376121717,2011
"TRIAMTERENE-HYDROCHLOROTHIAZID","TRIAMTERENE/HYDROCHLOROTHIAZID",5189423,41832681.28,1053747,39.698980192,243338632.13,0.1714345676,762887,26.844604679,290860,7.9935636045,2011
"TRIANEX","TRIAMCINOLONE ACETONIDE",469,65440.67,397,164.8379597,31399,2.0841641454,233,39.56583691,164,1.868597561,2011
"TRIDERM","TRIAMCINOLONE ACETONIDE",40,675.65,22,30.711363636,5420.2,0.1309898005,,,,,2011
"TYLENOL-CODEINE NO.3","ACETAMINOPHEN WITH CODEINE",2832,177363.13,1012,175.26000988,238032,0.7451230507,576,101.74553819,436,9.7729587156,2011
"TYLENOL-CODEINE NO.4","ACETAMINOPHEN WITH CODEINE",1678,275989.39,312,884.58137821,213537,1.2924663641,122,379.86942623,190,12.190526316,2011
"TYLOX","OXYCODONE HCL/ACETAMINOPHEN",858,182460.63,186,980.97112903,100938,1.807650538,86,354.2744186,100,16.7599,2011
"ULTICARE","PEN NEEDLE, DIABETIC",50948,1373152.98,18010,76.243918934,5495036,0.2498755612,6472,41.147606613,11538,7.2435448085,2011
"ULTRACOMFORT","PEN NEEDLE, DIABETIC",49,1187.44,23,51.627826087,5040,0.235961973,,,,,2011
"ULTRAM","TRAMADOL HCL",10324,2189286.25,2647,827.08207405,1342567,1.6306718771,1353,235.12202513,1294,19.410255023,2011
"ULTRAM ER","TRAMADOL HCL",9448,2938581.07,2724,1078.7742548,350949,8.5772134925,1279,275.24083659,1445,19.306761246,2011
"UNIFINE PENTIPS","PEN NEEDLE, DIABETIC",119717,2588042.86,39077,66.229312895,12761115,0.2028206334,12879,41.478140384,26198,7.9436850141,2011
"UNITHROID","LEVOTHYROXINE SODIUM",28364,331338.74,4701,70.482607956,1332866.8,0.2493768887,3235,46.425010819,1466,10.993042292,2011
"BD ULTRA-FINE PEN NEEDLE","PEN NEEDLE, DIABETIC",1779985,65498582.02,576588,113.59685255,216240848.71,0.3029337004,279127,66.381023799,297461,9.9312224796,2011
"VANDAZOLE","METRONIDAZOLE",16102,483462.41,12764,37.877029928,1156835.8,0.4179179189,5808,10.229242424,6956,1.7334718229,2011
"VASOTEC","ENALAPRIL MALEATE",10083,2051881.47,1929,1063.7021617,689964,2.9546192641,1426,380.39980365,503,31.208568588,2011
"VENTOLIN HFA","ALBUTEROL SULFATE",2823518,117050516.45,1067449,109.6544345,57392293.957,2.0394814073,384982,54.118465721,682467,9.7790671783,2011
"VIBRAMYCIN","DOXYCYCLINE HYCLATE",206,49380.17,84,587.85916667,8957,5.5130255666,54,166.15148148,30,7.124,2011
"VICODIN","HYDROCODONE/ACETAMINOPHEN",10096,959513.66,3875,247.61642839,730071,1.3142744473,2206,123.65802811,1669,6.8208927501,2011
"VICODIN ES","HYDROCODONE/ACETAMINOPHEN",11618,1533306.2,2832,541.42168079,1070985,1.4316785016,1322,233.26840393,1510,12.697006623,2011
"VICODIN HP","HYDROCODONE/ACETAMINOPHEN",2710,454893.26,492,924.57979675,318313,1.4290753441,195,261.37235897,297,14.313905724,2011
"VITAZOL","METRONIDAZOLE",126,8151.38,90,90.570888889,7290,1.1181591221,52,17.410576923,38,1.4684210526,2011
"VOLTAREN","DICLOFENAC SODIUM",1365478,92359877.75,588618,156.90970672,291679515.97,0.3199100137,252598,53.615888645,336020,8.3650130052,2011
"VOLTAREN-XR","DICLOFENAC SODIUM",508,176480.71,155,1138.5852258,25644,6.8819493839,100,306.1054,55,19.78,2011
"VOSPIRE ER","ALBUTEROL SULFATE",711,125758.51,182,690.98082418,61883,2.0261686792,106,176.4959434,76,6.8007894737,2011
"WARFARIN SODIUM","WARFARIN SODIUM",15229784,178970516.43,2204816,81.17254067,687890043.65,0.2669952145,1485688,37.794360747,719128,8.8445127988,2011
"WELLBUTRIN","BUPROPION HCL",1679,366291.55,480,763.10739583,150191.5,2.4323706846,209,253.81287081,271,10.61199262,2011
"WELLBUTRIN SR","BUPROPION HCL",9685,2616555.63,2285,1145.1009322,672528,3.9212296929,1003,334.72839482,1282,15.371310452,2011
"WELLBUTRIN XL","BUPROPION HCL",33149,11519267.98,6630,1737.4461508,1563025,7.5971514166,2856,416.68490896,3774,21.222604663,2011
"XALATAN","LATANOPROST",1017197,112062573.63,434931,257.65598136,3049132.245,36.752283806,278422,116.22708417,156509,11.829433068,2011
"XANAX","ALPRAZOLAM",3208,497221.14,861,577.49261324,283600,1.7178683459,823,188.55738761,38,147.51868421,2011
"XANAX XR","ALPRAZOLAM",68,21975.22,18,1220.8455556,5890,3.8820306283,18,,0,,2011
"XODOL 10-300","HYDROCODONE/ACETAMINOPHEN",593,178890.9,263,680.19353612,68399,2.615402272,107,146.87542056,156,9.3333974359,2011
"XODOL 5-300","HYDROCODONE/ACETAMINOPHEN",247,34639.71,134,258.50529851,18746,1.847845407,48,148.958125,86,7.1377906977,2011
"XODOL 7.5-300","HYDROCODONE/ACETAMINOPHEN",197,34832.14,116,300.27706897,16890,2.0622936649,51,123.92156863,65,3.1050769231,2011
"XOLOX","OXYCODONE HCL/ACETAMINOPHEN",391,83691.03,146,573.22623288,33894,2.4691989733,57,130.55666667,89,14.923146067,2011
"ZAMICET","HYDROCODONE/ACETAMINOPHEN",364,81390.29,190,428.36994737,272276.25,0.2989254112,108,55.757777778,82,4.1526829268,2011
"ZANTAC","RANITIDINE HCL",4246,1280312.99,1197,1069.6014954,381124,4.2372618613,538,196.91310409,659,10.579256449,2011
"ZANTAC 25","RANITIDINE HCL",33,8411.92,21,400.56761905,2266,3.7122330097,,,,,2011
"ZESTORETIC","LISINOPRIL/HYDROCHLOROTHIAZIDE",3192,253219.96,778,325.47552699,158825,1.5933287861,589,213.47809847,189,22.688412698,2011
"ZESTRIL","LISINOPRIL",10846,974252.55,2626,371.00249429,629976,1.5591196323,1954,209.16388434,672,25.755997024,2011
"ZITHROMAX","AZITHROMYCIN",6383,440623.11,4433,99.396144823,62338.2,9.8349965416,2805,58.447921569,1628,5.4404545455,2011
"ZITHROMAX TRI-PAK","AZITHROMYCIN",225,14911.86,172,86.696860465,815,18.296760736,125,44.754,47,5.144893617,2011
"ZMAX","AZITHROMYCIN",4805,347055.01,4400,78.876138636,6197,56.003713087,2441,55.189971323,1959,5.5061562021,2011
"ZOCOR","SIMVASTATIN",17517,4050663.91,4811,841.95882561,842346,4.82158071,3174,258.12323566,1637,18.038393403,2011
"ZOLOFT","SERTRALINE HCL",29296,5879973,5928,991.89827935,1541876.3,3.8244891407,3127,322.0660985,2801,23.106376294,2011
"ZOLPIDEM TARTRATE","ZOLPIDEM TARTRATE",11261943,110810240.43,2197525,50.425019251,369480718.77,0.3004021581,1205123,28.035015065,992402,6.4912658076,2011
"ZOLPIDEM TARTRATE ER","ZOLPIDEM TARTRATE",338429,50590689.7,87024,581.34181031,11252506.111,4.4959142685,48822,109.70479005,38202,8.0261148631,2011
"ZOLPIMIST","ZOLPIDEM TARTRATE",123,8435.81,58,145.445,1031.8,8.1758189572,22,60.871818182,36,7.2358333333,2011
"ZOLVIT","HYDROCODONE/ACETAMINOPHEN",300,11778.34,222,53.055585586,69395,0.169728943,130,31.103076923,92,3.3630434783,2011
"ZOSTAVAX","ZOSTER VACCINE LIVE/PF",606802,108184818.3,602389,179.59295123,613163.155,176.43724581,508312,64.517513673,94077,5.8962075746,2011
"ZYBAN","BUPROPION HCL",183,34521.12,107,322.62728972,11198,3.082793356,41,110.79487805,66,7.6083333333,2011
"ZYDONE","HYDROCODONE/ACETAMINOPHEN",1258,112810.74,356,316.88410112,143161,0.7811671125,223,213.91529148,133,11.346616541,2011
"ZYLOPRIM","ALLOPURINOL",1759,119791.19,426,281.19997653,89937,1.4496111488,336,181.97511905,90,19.265666667,2011
"BUDEPRION SR","BUPROPION HCL",87297,4476502.94,26342,169.93785362,5659436,0.7908425748,12056,38.417745521,14286,5.0709120818,2011
"BUDEPRION XL","BUPROPION HCL",222820,13177089.84,58363,225.77814437,8272089.1,1.6376712112,22082,50.218985599,36281,5.4027405529,2011
"BUPROBAN","BUPROPION HCL",9165,543396.41,4315,125.9319606,585901.111,0.9274541382,1535,34.542931596,2780,3.190471223,2011
"BUPROPION HCL","BUPROPION HCL",468988,13281846.58,108365,122.5658338,33679930.394,0.3929478083,49776,35.954248031,58589,4.9314031644,2011
"BUPROPION HCL SR","BUPROPION HCL",1918022,101596625.64,397123,255.83163312,121160335.99,0.8432139353,180122,65.051219451,217001,7.5249107147,2011
"BUPROPION XL","BUPROPION HCL",1632103,108779778.83,304497,357.24417262,70441714.374,1.5858582734,148177,87.490072683,156320,8.9043707139,2011
"CAPITAL W-CODEINE","ACETAMINOPHEN WITH CODEINE",37,9538.07,28,340.64535714,12102,0.7881399769,16,57.979375,12,2.5291666667,2011
"CARDIZEM","DILTIAZEM HCL",1093,194125.39,240,808.85579167,122291,1.6514438879,152,278.78684211,88,21.470227273,2011
"CARDIZEM CD","DILTIAZEM HCL",75927,24172183.77,16463,1468.2733262,3183068,7.723830986,8998,323.0233852,7465,24.589945077,2011
"CARDIZEM LA","DILTIAZEM HCL",25284,4215737.59,7858,536.48989438,1290445.2,3.2624024336,5363,189.97647026,2495,14.445887776,2011
"CARTIA XT","DILTIAZEM HCL",1043317,45506671.52,219340,207.47091967,49023952.045,0.9356273812,148514,62.418704903,70826,8.8475530173,2011
"CARVEDILOL","CARVEDILOL",10535381,153597733.42,1763656,87.090528663,858264595.17,0.1789986083,1008092,37.280958018,755564,8.0960568661,2011
"CATAPRES","CLONIDINE HCL",2915,597944.23,609,981.84602627,304285,1.9859150574,374,309.09406417,235,20.872,2011
"CELEBREX","CELECOXIB",3053004,573876363.6,737552,778.08258075,144640911.42,3.9876493297,419576,213.62984806,317976,19.789193587,2011
"CELEXA","CITALOPRAM HYDROBROMIDE",9237,1517179.97,2100,722.46665238,433525.85,3.5044790797,1172,278.28301195,928,18.55512931,2011
"CENTANY","MUPIROCIN",1372,57642.95,1193,48.317644593,42794,1.3469867271,857,19.892893816,336,2.7977678571,2011
"CENTANY AT","MUPIROCIN",251,32270.41,241,133.90211618,545,59.211761468,165,49.508666667,76,5.2910526316,2011
"CEPHALEXIN","CEPHALEXIN",3937748,35274066.71,2763234,12.765501116,117056112.43,0.3154691312,1625159,7.3025610109,1138075,1.6744408233,2011
"CETRAXAL","CIPROFLOXACIN HCL",35,4780.57,31,154.21193548,532,8.9860338346,,,,,2011
"CILOXAN","CIPROFLOXACIN HCL",18657,1815506.93,11258,161.26371736,68955.5,26.437308452,6028,76.129148971,5230,5.7717705545,2011
